id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
1732,3,BUSP,20684,302467,Strategic Management,12,LEC,UOS,46,10285,Azaddin Salem Khalifa,05/05/2024,11:00AM,13:00PM,General,Year4
1733,15,CENG,20640,1502444,Computer and Network Security,1,LEC,MAM,35,10528,Ibrahim Mostafa Kamel,12/05/2024,11:00AM,13:00PM,General,Year4
1734,3,BUSP,20689,302360,Human Resources Management,51,LEC,MAW,57,101915,Salima  Hamouche,11/05/2024,11:00AM,13:00PM,General,Year3
1735,3,BUSP,20690,302360,Human Resources Management,1,LEC,MAM,41,101915,Salima  Hamouche,11/05/2024,11:00AM,13:00PM,General,Year3
1738,1,JURF,20449,103211,Sources of Islamic Law,1,LEC,MAM,17,102085,Aziz Farhan M Alenezi,14/05/2024,11:00AM,13:00PM,General,Year2
1739,2,EDUC,20029,206340,Children with Special Needs,51,LEC,MAW,28,101959,Samih Mahmoud Moh'd Al Karasneh,13/05/2024,11:00AM,13:00PM,General,Year3
1740,2,ENGL,20146,202121,English For Medical Sciences 1,73,LEC,MDM,34,10723,Abdellatif  Messikh,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1741,14,MATH,20251,1440241,Ordinary Differential Equ. I,11,LEC,UOS,32,101504,Abdelaziz  Soufyane,06/05/2024,11:00AM,13:00PM,General,Year2
1742,14,BIOT,20286,1450100,Biology and Society,14A,LEC,UOS,59,101165,Tasneem  Obaid,04/05/2024,11:00AM,13:00PM,General,Year1
1743,14,BIOT,20436,1450455,Biotechnology in Medicine,11,LEC,UOS,47,P-3077,Enas Yasin Muhamed Al-Zubi,07/05/2024,11:00AM,13:00PM,General,Year4
1744,8,COMM,23450,800212,Princ. of Dig. Photography-E,11,LEB,UOS,57,101476,Alaa Makki Abdulhadi  Akkof,14/05/2024,11:00AM,13:00PM,General,Year2
1746,11,PHPR,23812,1104452,Principle of OTC Therapy,74,LEC,MDM,42,101749,Feras Jassim Jirjees,11/05/2024,11:00AM,13:00PM,General,Year4
1748,4,SREE,23338,406320,Solar PV Systems,52,LEC,MAW,12,101118,A  Anis Allagui,11/05/2024,11:00AM,13:00PM,General,Year3
1751,2,ENGL,23503,202121,English For Medical Sciences 1,79,LEC,MDM,22,10669,Inaam  Hamadi,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1752,4,EECE,23748,402103,Introduction to E&E Eng.,11,LEB,UOS,11,10269,Mahmoud Ibrahim Abu Shammeh,14/05/2024,11:00AM,13:00PM,General,Year1
1753,14,MATH,24434,1440161,Calculus II for Engineers,4,LEC,MAM,43,101320,Muhammad Islam Shafiq Mustafa,05/05/2024,11:00AM,13:00PM,General,Year1
1754,6,PRLW,21263,601423,Private International Law,51,LEB,MAW,12,102108,Nizar  Mannai,05/05/2024,11:00AM,13:00PM,General,Year4
1757,2,EDUC,24492,206102,Fundamentals/Islamic Education,16,LEC,UOS,34,P-286,Mahmoud Bani Theiyab,29/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1759,4,EECE,21042,402348,Signals & Control Systems,12,LEC,UOS,42,101347,Sofiane  Khadraoui,07/05/2024,11:00AM,13:00PM,General,Year3
1760,4,EECE,21091,402346,Telecommunication Systems 1,51,LEC,MAW,26,101952,Mahmoud A. M. Albreem,06/05/2024,11:00AM,13:00PM,General,Year3
1761,5,NURS,20996,503364,Adult Health Nursing (2),71,LEC,MDM,68,10780,Wegdan Ahmad Bani Issa,13/05/2024,11:00AM,13:00PM,General,Year3
1762,6,PRLW,21098,601111,Introduction to Law,01S,LEC,MAM,51,102137,Iman Khamis Salim Mubarak Alyahyaee,05/05/2024,11:00AM,13:00PM,General,Year1
1763,6,PRLW,21101,601111,Introduction to Law,51S,LEC,MAW,59,102137,Iman Khamis Salim Mubarak Alyahyaee,05/05/2024,11:00AM,13:00PM,General,Year1
1764,15,COSC,21704,1501101,Introduction to IT(Arabic),54,LEB,MAW,40,102076,Maged Abdelkhalek Elsayed Mohamed Elsheshtawy,02/05/2024,11:00AM,13:00PM,General,Year1
1765,15,CENG,24268,1502232,Micro. & Assembly  Language,14,LEB,UOS,15,10905,Ali Ali El Moursy,13/05/2024,11:00AM,13:00PM,General,Year2
1767,3,FNEC,23795,308431,Financial Markets and Instit.,1,LEC,MAM,12,102009,Abdus Sabur  Mollah,14/05/2024,11:00AM,13:00PM,General,Year4
1768,6,PBLW,23242,602253,Penal/ General Section,11,LEC,UOS,8,101887,Halima Khalid Nasir Saif Almidfa,13/05/2024,11:00AM,13:00PM,General,Year2
1769,11,PHCS,22181,1103240,Dosage Forms II,72L,LAB,MDM,26,101984,Mirhan Mostafa Gamal Mohamed,08/05/2024,11:00AM,13:00PM,General,Year2
1771,11,PHCS,22166,1103312,Pharmaceutics I B,71,LEC,MDM,18,10722,Iman Saad Mohamed,08/05/2024,11:00AM,13:00PM,General,Year3
1772,2,ARAB,22095,201441,Modern Arabic Prose,11,LEC,UOS,10,101225,Badeeah Khaleel Al Hashemi,05/05/2024,11:00AM,13:00PM,General,Year4
1773,5,PHTH,22080,505101,Fitness and Wellness,71E,LEC,MDM,87,102159,Mouza Jamal Nasser Rashed Lootah,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1774,5,PHTH,22263,505361,PT for Musc. Condition(2),71,LEC,MDM,47,101421,Tamer Mohamed Shousha,09/05/2024,11:00AM,13:00PM,General,Year3
1775,2,HISL,22449,203242,Aspect of the Modern Gulf Hist,11,LEC,UOS,18,101971,Saif Mohammed Obaid Binabood Albedwawi,11/05/2024,11:00AM,13:00PM,General,Year2
1776,8,MASS,22264,806365,Animation (1),11,LEB,UOS,22,101477,Mohammed Fathi A'Aluan Yousaf,06/05/2024,11:00AM,13:00PM,General,Year3
1777,5,PHTH,22269,505361,PT for Musc. Condition(2),72,LEC,MDM,44,101421,Tamer Mohamed Shousha,09/05/2024,11:00AM,13:00PM,General,Year3
1782,6,PRLW,22939,601216,Nominate Cnt.(Sale &Ins. Cnt.),1,LEB,MAM,10,102108,Nizar  Mannai,13/05/2024,11:00AM,13:00PM,General,Year2
1783,6,PBLW,23296,602343,Administrative Law (2),51,LEB,MAW,11,102130,Rim  Helali,08/05/2024,11:00AM,13:00PM,General,Year3
1787,15,COSC,21915,1501263,Intro. to Database Manag. Sys.,11,LEC,UOS,51,P-2877,Mohammad Rustom Alnasar,11/05/2024,11:00AM,13:00PM,General,Year2
1788,2,ARAB,23286,201362,Old Book in Lang or Literature,11,LEC,UOS,30,10161,Ben Issa Abdul Qader Bettaher,07/05/2024,11:00AM,13:00PM,General,Year3
1790,5,ENVH,20870,506262,Environmental Microbiology,71L,LAB,MDM,24,101872,Ioannis  Savvaidis,07/05/2024,11:00AM,13:00PM,General,Year2
1791,2,SOCI,20921,204242,Collective Behavior,51,LEC,MAW,27,101967,Asma Hamdan Mohamed Ahmed Alsaadi,08/05/2024,11:00AM,13:00PM,General,Year2
1792,2,SOCI,20859,204151,Sociological Theory (1),1,LEC,MAM,62,101969,Khadija Ahmed Ibrahim Al Balushi,14/05/2024,11:00AM,13:00PM,General,Year1
1793,3,ACCT,20863,301327,Taxation and Zakat,11,LEC,UOS,45,101964,Atia  Hussain,06/05/2024,11:00AM,13:00PM,General,Year3
1794,5,ENVH,20832,506261,Management of Hazard Wastes,71,LEC,MDM,23,101353,Lucy  Semerjian EP. Raja Abdallah,05/05/2024,11:00AM,13:00PM,General,Year2
1795,2,ENGL,20652,202333,Second Language Learning,11,LEC,UOS,15,101463,Reem Abdalla Yousif  Al Hajji,08/05/2024,13:30PM,15:30PM,General,Year3
1796,1,JURF,20523,103401,Islamic Studies in English,1,LEC,MAM,11,101758,Kabiru  Goje,04/05/2024,13:30PM,15:30PM,General,Year4
1797,14,CHMS,20013,1420101,General Chemistry (1),56,LEC,MAW,50,102136,Montaha Anjass Almasri,11/05/2024,13:30PM,15:30PM,General,Year1
1798,2,INRE,24166,205310,International Organization,12,LEC,UOS,43,101702,Shaojin  Chai,14/05/2024,13:30PM,15:30PM,General,Year3
1799,1,FREL,20706,104223,Exegesis of Legal Verses,51,LEC,MAW,33,101450,Mahdi Kais Abdualkarim Abdualkarim,05/05/2024,13:30PM,15:30PM,General,Year2
1800,14,BIOT,20293,1450103,Ecology,12,LEC,UOS,25,10939,Aly Aly Mohamed El Kabalawy,07/05/2024,13:30PM,15:30PM,General,Year1
1801,14,MATH,20241,1440133,Calculus I for Engineering,52H,LEC,MAW,36,101322,Zahid  Raza,05/05/2024,13:30PM,15:30PM,General,Year1
1802,1,JURF,20443,103105,Intr. to Islamic Jurisprudence,02S,LEC,MAM,39,101679,Mohamed  Semai,09/05/2024,13:30PM,15:30PM,General,Year1
1803,2,INRE,20425,205325,International Security,11,LEC,UOS,59,101596,Shyamal  Kataria,12/05/2024,13:30PM,15:30PM,General,Year3
1804,2,INRE,20418,205499,Independent Study,11,LEC,UOS,36,101702,Shaojin  Chai,06/05/2024,13:30PM,15:30PM,General,Year4
1805,15,CENG,24196,1502463,Special Topics in SCA,11,LEC,UOS,17,102172,Kais  Belwafi,11/05/2024,13:30PM,15:30PM,General,Year4
1810,14,CHMS,21476,1427108,General Chemistry(2) for MSc,71,LEC,MDM,41,101007,Ahmed M. Almehdi,14/05/2024,13:30PM,15:30PM,General,Year1
1812,14,CHMS,21465,1426155,General Chemistry for HS,16L,LAB,UOS,24,P-2387,Ines  Bouaziz,09/05/2024,13:30PM,15:30PM,General,Year1
1813,6,PRLW,24076,601422,Enforcement Procedures,11,LEC,MAM,63,101826,Munira Mohamad Abdallah Salem,11/05/2024,13:30PM,15:30PM,General,Year4
1814,14,CHMS,21468,1426155,General Chemistry for HS,19L,LAB,UOS,25,P-3109,Dania Abed Alnaser Mahmoud Altaher,09/05/2024,13:30PM,15:30PM,General,Year1
1816,3,FNEC,24460,308252,Principles of Macroeconomics,13,LEC,UOS,34,101370,Atif Awoad Moheeldeen,14/05/2024,13:30PM,15:30PM,General,Year2
1817,14,CHMS,21471,1427107,General Chemistry(1) for MS,72,LEC,MDM,30,10041,Ideisan I. Abu-Abdoun,09/05/2024,13:30PM,15:30PM,General,Year1
1818,6,LAW,24052,606181,Public International Law,11,LEC,UOS,40,101458,Shadi Adnan  Alshdaifat,11/05/2024,13:30PM,15:30PM,General,Year1
1820,6,PRLW,21219,601114,Sources of Obligations,1,LEB,MAM,44,102108,Nizar  Mannai,05/05/2024,13:30PM,15:30PM,General,Year1
1822,5,NURS,21099,503468,Research Project,77,LEC,MDM,17,102175,Muna Mohammed Salem Al-Tamimi,11/05/2024,13:30PM,15:30PM,General,Year4
1823,5,NURS,21099,503468,Research Project,77,LEC,MDM,17,101669,Muhammad Arsyad Subu,11/05/2024,13:30PM,15:30PM,General,Year4
1824,5,NURS,20974,503262,Clinical Pharmacology,71,LEC,MDM,104,102013,Ahmad Yousef Mohammad Abu Helwa,13/05/2024,13:30PM,15:30PM,General,Year2
1825,5,NURS,21088,503468,Research Project,73,LEC,MDM,15,101069,Nabeel Salem AL-Yateem,11/05/2024,13:30PM,15:30PM,General,Year4
1826,4,SREE,21603,406300,Heat Transfer,11,LEC,UOS,37,101485,Muhammad Radwan Tawalbeh,11/05/2024,13:30PM,15:30PM,General,Year3
1827,5,MLT,21734,501262,Immunology and Serology,71,LEC,MDM,41,10971,Moawiah M.Assad A . Abdel Haq,05/05/2024,13:30PM,15:30PM,General,Year2
1828,14,CHMS,21481,1427108,General Chemistry(2) for MSc,76,LEC,MDM,39,101007,Ahmed M. Almehdi,14/05/2024,13:30PM,15:30PM,General,Year1
1830,3,FNEC,23796,308430,International Financial Manag.,51,LEC,MAW,19,101910,Noura Saad Abdelhamid Abdelhamid Metawa,12/05/2024,13:30PM,15:30PM,General,Year4
1833,9,FYME,22172,900101,Human Biology 1,2L,LAB,MDM,130,202586,Rania Salaheldien Mohamed Osman Ahmed,13/05/2024,13:30PM,15:30PM,General,Year1
1835,5,PHTH,22148,505264,Exercise Physiology,71,LEC,MDM,51,101718,Kalyana Chakravarthy Bairapa Reddy,12/05/2024,13:30PM,15:30PM,General,Year2
1836,5,PHTH,22149,505264,Exercise Physiology,72,LEC,MDM,68,101718,Kalyana Chakravarthy Bairapa Reddy,12/05/2024,13:30PM,15:30PM,General,Year2
1837,6,PRLW,23214,601114,Sources of Obligations,52,LEB,MAW,25,102108,Nizar  Mannai,05/05/2024,13:30PM,15:30PM,General,Year1
1838,11,PHCS,22232,1103511,Pharmaceutics3,71,LEC,MDM,34,10968,Mohamed ali Haider,09/05/2024,13:30PM,15:30PM,General,Year5
1839,4,ARCH,21993,404361,History of Architecture II,12,LEC,UOS,41,101673,Reyhan  Sabri,12/05/2024,13:30PM,15:30PM,General,Year3
1840,2,ARAB,22091,201211,Syntax (1),11M,LEC,UOS,15,10886,Fekry Abdelmonem El Nagar,12/05/2024,13:30PM,15:30PM,General,Year2
1841,2,ARAB,22097,201235,Early Islamic and Umayyad Lit.,11,LEC,UOS,9,101761,Leila  Abidi,09/05/2024,13:30PM,15:30PM,General,Year2
1842,2,HISL,22445,203469,Public Relations,11,LEC,UOS,19,102043,Nidal Mohammed Meflieh Al-Zboun,14/05/2024,13:30PM,15:30PM,General,Year4
1843,4,IEMG,22394,405262,Database Mang.&Ind.Inf.Systems,11,LEB,UOS,18,101934,Concetta  Semeraro,05/05/2024,13:30PM,15:30PM,General,Year2
1844,4,MECH,22464,408272,Chemical Thermodynamics,11,LEC,UOS,9,101676,Muataz Ali Hussien,13/05/2024,13:30PM,15:30PM,General,Year2
1846,2,HISL,23402,203121,History of Prophet's Mission,11M,LEC,UOS,44,10710,Ameena Abdullah Al Khatri,04/05/2024,13:30PM,15:30PM,General,Year1
1847,11,PHPR,23706,1102369,Integ. Pharma. & Therap. IIB,72,LEC,MDM,75,102138,Zelal Jaber Kharaba,04/05/2024,13:30PM,15:30PM,General,Year3
1849,14,CHMS,22918,1426155,General Chemistry for HS,21L,LAB,UOS,24,10217,Mona Ali Kanj,09/05/2024,13:30PM,15:30PM,General,Year1
1851,5,MLT,21826,501364,Clinical Chemistry(2),71L,LAB,MDM,20,10216,Omar Mahmoud Chebbo,11/05/2024,13:30PM,15:30PM,General,Year3
1852,4,ARCH,21990,404361,History of Architecture II,11,LEC,UOS,21,101673,Reyhan  Sabri,12/05/2024,13:30PM,15:30PM,General,Year3
1853,15,COSC,21870,1501242,Interactive Multimedia,11,LEB,UOS,22,10962,Mohammed  Lataifeh,04/05/2024,13:30PM,15:30PM,General,Year2
1856,2,ARAB,23283,201427,Semantics and Lexicography,11,LEC,UOS,10,101941,Khalid  Elyaboudi,04/05/2024,13:30PM,15:30PM,General,Year4
1857,2,SOCI,20908,204222,Social and Culture Change,1,LEC,MAM,36,101969,Khadija Ahmed Ibrahim Al Balushi,30/04/2024,13:30PM,15:30PM,General,Year2
1858,3,ACCT,20823,301321,Intermediate Accounting I,11,LEC,UOS,27,10940,Walaa W. Elkelish,11/05/2024,13:30PM,15:30PM,General,Year3
1859,14,APHY,20749,1430117,Physics 2,53,LEC,MAW,54,101435,Rachik  Soualah,04/05/2024,13:30PM,15:30PM,General,Year1
1860,14,APHY,20862,1430252,Math Methods of Phys2,11,LEC,UOS,10,101886,Amine  Ahriche,08/05/2024,13:30PM,15:30PM,General,Year2
1861,15,CENG,20623,1502300,Pro. & Social Issues in Eng.,2,LEC,MAM,41,101057,Tamer Farouk  Rabie,05/05/2024,16:00PM,18:00PM,General,Year3
1862,15,CENG,20611,1502101,Introduction to Computer Eng.,11,LEC,UOS,52,102093,Bilal Ahmed Arain,13/05/2024,16:00PM,18:00PM,General,Year1
1863,2,ENGL,20630,202112,English for Academic Purposes,13H,LEC,UOS,47,10658,Mutwakil Ibrahim Manzol,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1864,1,FREL,20710,104322,Analy. Exeg. of the Qur'an 2,51,LEC,MAW,16,101264,D.Hasan Salem Habshan,04/05/2024,16:00PM,18:00PM,General,Year3
1865,1,FREL,20708,104321,Recitation Mem & Tajweed (2),1,LEC,MAM,16,70114,Amjad Mhd Alhenawi,11/05/2024,16:00PM,18:00PM,General,Year3
1866,14,MATH,20216,1440100,Mathematics for Business,51,LEC,MAW,46,10883,Kholoud Mustafa Abu Rezq,13/05/2024,16:00PM,18:00PM,General,Year1
1870,4,MECH,23822,408375,Membrane III,11,LEC,UOS,27,102075,Adewale Olalekan Giwa,14/05/2024,16:00PM,18:00PM,General,Year3
1871,2,ENGL,23500,202112,English for Academic Purposes,27,LEC,UOS,24,10658,Mutwakil Ibrahim Manzol,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1872,6,PRLW,21226,601215,Rules of obligations &evidence,1,LEC,MAM,29,101993,Iyad M.I. Jadalhaq,11/05/2024,16:00PM,18:00PM,General,Year2
1874,6,LAW,24055,605112,Contract Law,11,LEC,UOS,43,101059,M  Mahmoud I. M. Fayyad,06/05/2024,16:00PM,18:00PM,General,Year1
1875,5,HSGN,24358,500103,Biology,71,LEC,MDM,1,102040,Muhammad Saboor  Zahoor Ahmad,04/05/2024,16:00PM,18:00PM,General,Year1
1877,2,IEP,21027,11101,Intensive English Foundation 2,2,LEC,MAM,20,101156,Scott  Lauder,14/05/2024,16:00PM,18:00PM,General,Year1
1878,6,PRLW,21093,601315,Labor Law and Social Security,51,LEC,MAW,48,101395,Aouataf  Zerara,07/05/2024,16:00PM,18:00PM,General,Year3
1879,2,IEP,21031,11101,Intensive English Foundation 2,52,LEC,MAW,18,10160,Saleh Mohamed El Saafin,14/05/2024,16:00PM,18:00PM,General,Year1
1880,2,IEP,21031,11101,Intensive English Foundation 2,52,LEC,MAW,18,10613,Amal KH. Thabet,14/05/2024,16:00PM,18:00PM,General,Year1
1882,4,MECH,23486,408101,Intro.to Mech. Engineering,11,LEB,UOS,3,101677,Tahar  Laoui,06/05/2024,16:00PM,18:00PM,General,Year1
1883,2,IEP,21041,11101,Intensive English Foundation 2,51,LEC,MAW,11,10609,Habiba Hanini Dhaouadi,14/05/2024,16:00PM,18:00PM,General,Year1
1884,11,PHPR,21676,1102110,Human Biology,71,LEC,MDM,1,202774,Dana Mazen Zaher,09/05/2024,16:00PM,18:00PM,General,Year1
1885,5,MDI,21664,502264,Patient Care & Management(2),71,LEC,MDM,40,10783,Wiam Elshami Hassan,07/05/2024,16:00PM,18:00PM,General,Year2
1886,3,BUSP,21721,302366,Org Analysis & Design,11,LEC,UOS,52,102109,Hamzah Hussein Abdallah Elrehail,12/05/2024,16:00PM,18:00PM,General,Year3
1887,5,HSGN,24542,500150,Biology,80L,LAB,MDM,30,10770,Sondos Abderraheem Harfeel,04/05/2024,16:00PM,18:00PM,General,Year1
1888,2,SOCI,24445,204102,UAE Society,14A,LEC,UOS,159,P-3129,Ali Younus Omar,29/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1890,5,PHTH,22083,505260,PT for Resp. & Card. Vasc Cond,71L,LAB,MDM,32,102071,Walid Kamal Mohamed Abdelbaset,05/05/2024,16:00PM,18:00PM,General,Year2
1892,5,PHTH,22085,505260,PT for Resp. & Card. Vasc Cond,73L,LAB,MDM,34,102071,Walid Kamal Mohamed Abdelbaset,05/05/2024,16:00PM,18:00PM,General,Year2
1893,5,HSGN,22135,500150,Biology,78L,LAB,MDM,37,10442,Ali Mohammed AL Bakri,04/05/2024,16:00PM,18:00PM,General,Year1
1894,9,FYME,22178,900106,Human Biology 2,5L,LAB,MDM,14,201994,Shaista  Manzoor,05/05/2024,16:00PM,18:00PM,General,Year1
1895,9,FYME,22058,900106,Human Biology 2,2,LEC,MDM,55,10953,Mohamed Ahmed Eladl,05/05/2024,16:00PM,18:00PM,General,Year1
1897,4,IEMG,22403,405431,Production & Inventory Sys.,11,LEC,UOS,28,101976,Malek  Masmoudi,14/05/2024,16:00PM,18:00PM,General,Year4
1898,2,HISL,22453,203222,Arab Gulf until 15th Cent AD,11A,LEC,UOS,8,101971,Saif Mohammed Obaid Binabood Albedwawi,13/05/2024,16:00PM,18:00PM,General,Year2
1899,4,IEMG,22423,405221,Eng. Probability & Statistics,12,LEC,UOS,38,101771,Mohammad Awni  Mohammad Khasawneh,12/05/2024,16:00PM,18:00PM,General,Year2
1900,4,IEMG,22401,405361,Management for Engineers,11,LEC,UOS,45,101832,Zehra Canan Araci,08/05/2024,16:00PM,18:00PM,General,Year3
1904,11,PHPR,24559,1104451,Drug liter. Evalu. & Pharm.,71,LEC,MDM,1,101943,Khalid Awad Ayoob Al-Kubaissi,11/05/2024,16:00PM,18:00PM,General,Year4
1906,15,COSC,22983,1501116,Programming I,55,LEB,MAW,34,10064,Ashraf Mohamed Elnagar,07/05/2024,16:00PM,18:00PM,General,Year1
1907,2,ENGL,22608,202425,Literary Criticism,51,LEC,MAW,4,101628,Andrew Joseph Power,12/05/2024,16:00PM,18:00PM,General,Year4
1908,15,COSC,21747,1501100,Introduction to IT(English),79,LEB,MDM,35,102058,Muhammad Anwar Shahid,01/05/2024,16:00PM,18:00PM,General,Year1
1909,3,BUSP,21780,302200,Fund. of Innovation & Entrep.,15E,LEC,UOS,61,101963,Yazid Abubakar Abdullahi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
1910,15,COSC,21829,1501113,Programming for Engineers,1,LEB,MAM,11,102063,Mo'ath Mazin Faleh Mheidat,07/05/2024,16:00PM,18:00PM,General,Year1
1911,15,COSC,21877,1501250,Networking Fundamentals,11,LEC,UOS,51,102121,Bouziane  Brik,05/05/2024,16:00PM,18:00PM,General,Year2
1912,3,BUSP,21768,302200,Fund. of Innovation & Entrep.,32A,LEC,UOS,56,102069,Shaikha Omaima Abdulaziz Humaid Saqer Alqassimi,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
1913,15,COSC,21753,1501100,Introduction to IT(English),02S,LEB,MAM,42,P-1542,Ammar  Kaziha,01/05/2024,16:00PM,18:00PM,General,Year1
1914,15,COSC,21833,1501116,Programming I,01U,LEB,MAM,34,102061,Fatih  Kurugollu,07/05/2024,16:00PM,18:00PM,General,Year1
1915,4,ARCH,21977,404313,Rein.Con.Des.of Buildings I,12,LEC,UOS,18,101486,Muhammad Talha Junaid,11/05/2024,16:00PM,18:00PM,General,Year3
1916,3,BUSP,21790,302200,Fund. of Innovation & Entrep.,15A,LEC,UOS,63,101818,Ahmad Qasim Mohammad Al Hamad,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
1917,15,COSC,21838,1501116,Programming I,51,LEB,MAW,33,101918,Ayesha Muhammad Talha,07/05/2024,16:00PM,18:00PM,General,Year1
1918,5,MDI,21886,502266,Skeletal Radiography,72L,LAB,MDM,17,10639,Mohamed Mahmoud Abuzaid,13/05/2024,16:00PM,18:00PM,General,Year2
1919,5,MLT,21807,501265,Diagnostic Microbiology,73L,LAB,MDM,21,10442,Ali Mohammed AL Bakri,12/05/2024,16:00PM,18:00PM,General,Year2
1920,15,COSC,21840,1501116,Programming I,53,LEB,MAW,35,101918,Ayesha Muhammad Talha,07/05/2024,16:00PM,18:00PM,General,Year1
1925,15,COSC,24462,1501116,Programming I,12,LEB,UOS,35,P-3115,Mubarak Hussein Himmat,07/05/2024,16:00PM,18:00PM,General,Year1
1927,5,NURS,20930,503261,Psychosocial Aspects/ Hth Prof,72,LEC,MDM,66,101895,Mustafa Muhamad Habeb,11/05/2024,16:00PM,18:00PM,General,Year2
1929,14,APHY,20828,1460224,Regional Geology,11,LEC,UOS,18,101990,Asma Ali Ahmed Almughanni Alnaqbi,12/05/2024,16:00PM,18:00PM,General,Year2
1930,2,SOCI,20815,204102,UAE Society,11A,LEC,UOS,156,101987,Fatma A. D. Algharbawi,29/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1931,3,BUSP,20681,302254,Business Communication,1,LEC,MAM,64,10368,Ghaida Adnan Kaziha,04/05/2024,08:30AM,10:30AM,General,Year2
1932,3,BUSP,20685,302361,Operat. and Supply Chain Mgt.,51,LEC,MAW,55,102132,Usha  Ramanathan,05/05/2024,08:30AM,10:30AM,General,Year3
1933,1,JURF,23393,103225,Islamic Economic & Fin. System,51,LEC,MAW,10,101762,Madou Gaye Sylla,08/05/2024,08:30AM,10:30AM,General,Year2
1934,2,ENGL,20167,202111,Basic English,51,LEC,UOS,32,10158,Fadwa Mahmoud Sleiman,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1935,2,ENGL,20106,202130,French Language,52,LEC,UOS,28,101807,Chiraz  Anane,29/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1936,4,EECE,20099,402353,Electronic Circuits,11,LEC,UOS,38,10266,Ahmed Elsayed El Wakil,05/05/2024,08:30AM,10:30AM,General,Year3
1937,4,CIVL,20148,401142,Man and The Environment,13A,LEC,UOS,89,10974,Ali  Tahmaz,01/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1938,4,CIVL,20150,401142,Man and The Environment,15A,LEC,UOS,84,10218,Faiza Sh. Naser,01/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1939,2,INRE,20355,205345,International Political Econ.,11,LEC,UOS,61,101460,Abdelrahman Ahmed Abdelrahman,14/05/2024,08:30AM,10:30AM,General,Year3
1940,14,MATH,20205,1440211,Linear Algebra I,1,LEC,MAM,18,10311,Ali Mohamed Jaballah,05/05/2024,08:30AM,10:30AM,General,Year2
1943,4,MECH,24221,408171,Intro to Chem. & Water Desal.,11,LEB,UOS,15,101951,Mohd  Sobri Bin Takriff,13/05/2024,08:30AM,10:30AM,General,Year1
1944,8,MASS,24248,808214,Photojournalism,11,LEB,UOS,19,101478,Chinyeaka Ogadimma  Emenyeonu,11/05/2024,08:30AM,10:30AM,General,Year2
1945,2,IEP,21257,11114,Speaking Skills,11,LEC,UOS,15,10613,Amal KH. Thabet,05/05/2024,08:30AM,10:30AM,General,Year1
1946,14,APHY,21354,1430107,Physics for Health Sci,74L,LAB,MDM,25,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
1947,2,IEP,21275,13000,Remedial English,11,LEC,UOS,61,10740,Mohammad Amir Samimi,08/05/2024,08:30AM,10:30AM,General,Year3
1948,1,JURF,23521,103323,Jur. of Transaction(2),1,LEC,MAM,6,101036,Hassan  Al Rifai,12/05/2024,08:30AM,10:30AM,General,Year3
1949,3,BUSP,23859,302250,Legal Environment of Business,12,LEC,UOS,45,101932,Attila  Sipos,12/05/2024,08:30AM,10:30AM,General,Year2
1952,2,IEP,21138,12102,Intensive English Preparatory3,51,LEC,MAW,18,10159,Shabnam  Fatima,04/05/2024,08:30AM,10:30AM,General,Year2
1953,2,IEP,21138,12102,Intensive English Preparatory3,51,LEC,MAW,18,10740,Mohammad Amir Samimi,04/05/2024,08:30AM,10:30AM,General,Year2
1954,5,CLNU,21217,507361,Diet Planning and Disease(1),71,LEC,MDM,33,10818,Mona Shareif Hashem,13/05/2024,08:30AM,10:30AM,General,Year3
1955,2,IEP,21218,11112,Reading Skills,12,LEC,UOS,35,10663,Amira Husein Traish,07/05/2024,08:30AM,10:30AM,General,Year1
1956,14,APHY,21126,1430107,Physics for Health Sci,52L,LAB,MAW,20,101505,Abdulraheem mohamed Khudada Mohamed,12/05/2024,08:30AM,10:30AM,General,Year1
1957,14,APHY,21168,1430107,Physics for Health Sci,12L,LAB,UOS,21,101505,Abdulraheem mohamed Khudada Mohamed,12/05/2024,08:30AM,10:30AM,General,Year1
1958,15,COSC,23366,1501366,Software Engineering,12,LEC,UOS,40,101104,Manar  Abu Talib,07/05/2024,08:30AM,10:30AM,General,Year3
